Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 1234,202307,Sim,Sim,2023-07
Empresa 12341,202012,Sim,Sim,2020-12
Empresa 12342,202310,Não,Sim,2023-10
Empresa 12346,202206,Não,Sim,2022-06
Empresa 12349,202007,Não,Sim,2020-07
Empresa 1235,202308,Sim,Sim,2023-08
Empresa 12355,202002,Sim,Sim,2020-02
Empresa 12357,202208,Não,Não,2022-08
Empresa 1236,202112,Sim,Sim,2021-12
Empresa 12366,202205,Não,Sim,2022-05
Empresa 1237,202308,Não,Não,2023-08
Empresa 1238,202310,Sim,Sim,2023-10
Empresa 12387,202111,Não,Sim,2021-11
Empresa 12388,202205,Não,Não,2022-05
Empresa 1239,202310,Sim,Sim,2023-10
Empresa 124,202110,Sim,Sim,2021-10
Empresa 1240,202209,Sim,Sim,2022-09
Empresa 12407,202107,Não,Não,2021-07
Empresa 1241,202212,Sim,Sim,2022-12
Empresa 12410,202003,Sim,Sim,2020-03
Empresa 12412,202101,Não,Sim,2021-01
Empresa 1242,202212,Sim,Sim,2022-12
Empresa 1243,202212,Sim,Sim,2022-12
Empresa 12431,202310,Não,Não,2023-10
Empresa 12437,202003,Sim,Sim,2020-03
Empresa 1244,202212,Sim,Sim,2022-12
Empresa 1245,202212,Sim,Sim,2022-12
Empresa 12453,202010,Sim,Sim,2020-10
Empresa 12454,202007,Não,Sim,2020-07
Empresa 12458,202205,Não,Sim,2022-05
Empresa 1246,202212,Sim,Sim,2022-12
Empresa 12460,202006,Não,Sim,2020-06
Empresa 12462,202007,Não,Sim,2020-07
Empresa 12466,202004,Sim,Sim,2020-04
Empresa 12468,202012,Não,Sim,2020-12
Empresa 1247,202302,Não,Não,2023-02
Empresa 12473,202104,Sim,Sim,2021-04
Empresa 12474,202003,Sim,Sim,2020-03
Empresa 1248,202301,Sim,Sim,2023-01
Empresa 12480,202007,Não,Sim,2020-07
Empresa 12481,202002,Sim,Sim,2020-02
Empresa 1249,202301,Sim,Sim,2023-01
Empresa 12492,202103,Não,Não,2021-03
Empresa 125,202106,Sim,Sim,2021-06
Empresa 1250,202302,Sim,Sim,2023-02
Empresa 12503,202008,Não,Sim,2020-08
Empresa 1251,202301,Sim,Sim,2023-01
Empresa 1252,202302,Sim,Sim,2023-02
Empresa 12525,202112,Não,Sim,2021-12
Empresa 12526,202212,Sim,Sim,2022-12
Empresa 1253,202302,Sim,Sim,2023-02
Empresa 12535,202101,Não,Sim,2021-01
Empresa 1254,202212,Sim,Sim,2022-12
Empresa 12547,202012,Sim,Sim,2020-12
Empresa 1255,202302,Sim,Sim,2023-02
Empresa 1256,202302,Sim,Sim,2023-02
Empresa 12561,202212,Não,Sim,2022-12
Empresa 12564,202012,Não,Sim,2020-12
Empresa 12566,202103,Sim,Sim,2021-03
Empresa 1257,202302,Sim,Sim,2023-02
Empresa 12572,202301,Não,Sim,2023-01
Empresa 12576,202212,Não,Sim,2022-12
Empresa 1258,202301,Sim,Sim,2023-01
Empresa 12589,202007,Não,Sim,2020-07
Empresa 1259,202302,Sim,Sim,2023-02
Empresa 12596,202207,Sim,Sim,2022-07
Empresa 126,202104,Sim,Sim,2021-04
Empresa 1260,202301,Sim,Sim,2023-01
Empresa 12607,202305,Não,Não,2023-05
Empresa 1261,202301,Sim,Sim,2023-01
Empresa 1262,202301,Sim,Sim,2023-01
Empresa 1263,202302,Sim,Sim,2023-02
Empresa 12638,202103,Não,Sim,2021-03
Empresa 12639,202104,Sim,Sim,2021-04
Empresa 1264,202302,Sim,Sim,2023-02
Empresa 12641,202009,Não,Sim,2020-09
Empresa 12642,202102,Não,Sim,2021-02
Empresa 12644,202201,Não,Sim,2022-01
Empresa 12645,202105,Não,Sim,2021-05
Empresa 1265,202301,Sim,Sim,2023-01
Empresa 12653,202303,Não,Não,2023-03
Empresa 12659,202303,Não,Não,2023-03
Empresa 1266,202212,Sim,Sim,2022-12
Empresa 12666,202304,Não,Sim,2023-04
Empresa 12668,202204,Não,Sim,2022-04
Empresa 1267,202302,Sim,Sim,2023-02
Empresa 12678,202001,Sim,Sim,2020-01
Empresa 12679,202007,Sim,Sim,2020-07
Empresa 1268,202302,Sim,Sim,2023-02
Empresa 12681,202305,Não,Sim,2023-05
Empresa 12685,202305,Não,Não,2023-05
Empresa 12686,202112,Sim,Sim,2021-12
Empresa 12687,202008,Não,Sim,2020-08
Empresa 1269,202301,Sim,Sim,2023-01
Empresa 12691,202108,Sim,Sim,2021-08
Empresa 12697,202211,Não,Sim,2022-11
Empresa 127,202210,Sim,Sim,2022-10
Empresa 1270,202303,Sim,Sim,2023-03
Empresa 1271,202302,Sim,Sim,2023-02
Empresa 12710,202012,Sim,Sim,2020-12
Empresa 12715,202311,Não,Não,2023-11
Empresa 1272,202304,Não,Não,2023-04
Empresa 1273,202303,Sim,Sim,2023-03
Empresa 12734,201912,Sim,Sim,2019-12
Empresa 12739,202007,Não,Sim,2020-07
Empresa 1274,202301,Sim,Sim,2023-01
Empresa 12740,202006,Sim,Sim,2020-06
Empresa 12741,202109,Sim,Sim,2021-09
Empresa 12746,202006,Não,Sim,2020-06
Empresa 1275,202303,Sim,Sim,2023-03
Empresa 12750,202008,Não,Sim,2020-08
Empresa 12753,202308,Não,Não,2023-08
Empresa 1276,202303,Sim,Sim,2023-03
Empresa 12761,202012,Sim,Sim,2020-12
Empresa 12762,202305,Não,Sim,2023-05
Empresa 12766,202107,Não,Sim,2021-07
Empresa 12767,202008,Sim,Sim,2020-08
Empresa 1277,202302,Sim,Sim,2023-02
Empresa 1278,202303,Sim,Sim,2023-03
Empresa 12782,202012,Não,Sim,2020-12
Empresa 12785,202107,Não,Sim,2021-07
Empresa 1279,202302,Sim,Sim,2023-02
Empresa 128,202106,Sim,Sim,2021-06
Empresa 1280,202303,Sim,Sim,2023-03
Empresa 12803,202309,Não,Não,2023-09
Empresa 12804,202004,Não,Sim,2020-04
Empresa 12809,202111,Não,Não,2021-11
Empresa 1281,202303,Sim,Sim,2023-03
Empresa 1282,202304,Sim,Sim,2023-04
Empresa 12822,202310,Não,Sim,2023-10
Empresa 12827,202203,Não,Sim,2022-03
Empresa 12829,202002,Sim,Sim,2020-02
Empresa 1283,202301,Sim,Sim,2023-01
Empresa 12832,202011,Não,Sim,2020-11
Empresa 1284,202305,Sim,Sim,2023-05
Empresa 12841,202003,Sim,Sim,2020-03
Empresa 12843,202002,Não,Sim,2020-02
Empresa 12844,202112,Sim,Sim,2021-12
Empresa 12849,202101,Não,Sim,2021-01
Empresa 1285,202304,Sim,Sim,2023-04
Empresa 1286,202305,Sim,Sim,2023-05
Empresa 1287,202302,Sim,Sim,2023-02
Empresa 12871,202108,Não,Sim,2021-08
Empresa 12874,202212,Não,Sim,2022-12
Empresa 1288,202302,Sim,Sim,2023-02
Empresa 12886,202003,Sim,Sim,2020-03
Empresa 12887,202107,Sim,Sim,2021-07
Empresa 12888,202008,Não,Sim,2020-08
Empresa 1289,202307,Sim,Sim,2023-07
Empresa 12890,202002,Sim,Sim,2020-02
Empresa 12894,202208,Não,Sim,2022-08
Empresa 129,202106,Sim,Sim,2021-06
Empresa 1290,202307,Sim,Sim,2023-07
Empresa 12901,202208,Não,Sim,2022-08
Empresa 12905,202104,Não,Sim,2021-04
Empresa 1291,202307,Sim,Sim,2023-07
Empresa 1292,202301,Sim,Sim,2023-01
Empresa 12922,202102,Sim,Sim,2021-02
Empresa 12925,202109,Sim,Sim,2021-09
Empresa 12928,201907,Sim,Sim,2019-07
Empresa 12929,202309,Não,Não,2023-09
Empresa 1293,202308,Sim,Sim,2023-08
Empresa 12935,202211,Não,Sim,2022-11
Empresa 1294,202309,Sim,Sim,2023-09
Empresa 12941,202008,Não,Sim,2020-08
Empresa 12945,202008,Não,Sim,2020-08
Empresa 1295,202309,Sim,Sim,2023-09
Empresa 12950,202211,Sim,Sim,2022-11
Empresa 12951,202209,Não,Sim,2022-09
Empresa 12957,202004,Sim,Sim,2020-04
Empresa 12959,202310,Não,Sim,2023-10
Empresa 1296,202302,Sim,Sim,2023-02
Empresa 12960,202005,Sim,Sim,2020-05
Empresa 12968,202004,Não,Sim,2020-04
Empresa 1297,202310,Sim,Sim,2023-10
Empresa 1298,202104,Sim,Sim,2021-04
Empresa 12986,202101,Sim,Sim,2021-01
Empresa 1299,202101,Sim,Sim,2021-01
Empresa 13,202210,Sim,Sim,2022-10
Empresa 130,202106,Sim,Sim,2021-06
Empresa 1300,202103,Sim,Sim,2021-03
Empresa 13000,202112,Não,Sim,2021-12
Empresa 13004,202212,Não,Sim,2022-12
Empresa 1301,202102,Sim,Sim,2021-02
Empresa 13012,202210,Não,Sim,2022-10
Empresa 1302,202207,Sim,Sim,2022-07
Empresa 13021,202307,Não,Sim,2023-07
Empresa 13028,202205,Não,Não,2022-05
Empresa 1303,202105,Não,Não,2021-05
Empresa 1304,202101,Sim,Sim,2021-01
Empresa 1305,202205,Sim,Sim,2022-05
Empresa 1306,202201,Não,Não,2022-01
Empresa 13060,202107,Não,Sim,2021-07
Empresa 13066,202101,Não,Sim,2021-01
Empresa 13067,202207,Não,Sim,2022-07
Empresa 1307,202206,Sim,Sim,2022-06
Empresa 13073,202105,Não,Sim,2021-05
Empresa 13077,201912,Não,Sim,2019-12
Empresa 1308,202104,Sim,Sim,2021-04
Empresa 13083,202205,Não,Sim,2022-05
Empresa 13084,202012,Sim,Sim,2020-12
Empresa 1309,202110,Sim,Sim,2021-10
Empresa 13097,202003,Não,Não,2020-03
Empresa 131,202105,Sim,Sim,2021-05
Empresa 1310,202012,Sim,Sim,2020-12
Empresa 13100,202104,Não,Sim,2021-04
Empresa 1311,202205,Sim,Sim,2022-05
Empresa 13117,202108,Não,Sim,2021-08
Empresa 1312,202206,Sim,Sim,2022-06
Empresa 13123,202106,Sim,Sim,2021-06
Empresa 13125,202103,Sim,Sim,2021-03
Empresa 13127,202304,Não,Sim,2023-04
Empresa 1313,202012,Sim,Sim,2020-12
Empresa 13136,202103,Não,Sim,2021-03
Empresa 13139,202110,Não,Sim,2021-10
Empresa 1314,202103,Sim,Sim,2021-03
Empresa 13143,202303,Não,Não,2023-03
Empresa 13144,202212,Não,Sim,2022-12
Empresa 13146,202304,Não,Sim,2023-04
Empresa 13147,202002,Sim,Sim,2020-02
Empresa 1315,202012,Sim,Sim,2020-12
Empresa 13155,202301,Não,Sim,2023-01
Empresa 1316,202012,Sim,Sim,2020-12
Empresa 1317,202202,Sim,Sim,2022-02
Empresa 13179,202012,Não,Sim,2020-12
Empresa 1318,202101,Sim,Sim,2021-01
Empresa 1319,202101,Sim,Sim,2021-01
Empresa 132,202112,Sim,Sim,2021-12
Empresa 1320,202012,Sim,Sim,2020-12
Empresa 13202,202102,Sim,Sim,2021-02
Empresa 1321,202209,Sim,Sim,2022-09
Empresa 13211,202202,Não,Sim,2022-02
Empresa 1322,202202,Sim,Sim,2022-02
Empresa 13220,202102,Não,Sim,2021-02
Empresa 13228,202105,Não,Não,2021-05
Empresa 1323,202101,Sim,Sim,2021-01
Empresa 13230,202306,Não,Sim,2023-06
Empresa 1324,202103,Sim,Sim,2021-03
Empresa 13244,202002,Sim,Sim,2020-02
Empresa 1325,202211,Sim,Sim,2022-11
Empresa 1326,202011,Sim,Sim,2020-11
Empresa 13261,202010,Sim,Sim,2020-10
Empresa 1327,202106,Sim,Sim,2021-06
Empresa 13271,202008,Não,Sim,2020-08
Empresa 1328,202106,Sim,Sim,2021-06
Empresa 13287,202103,Não,Não,2021-03
Empresa 1329,202103,Sim,Sim,2021-03
Empresa 13296,202012,Sim,Sim,2020-12
Empresa 13299,202302,Não,Sim,2023-02
Empresa 133,202106,Sim,Sim,2021-06
Empresa 1330,202101,Sim,Sim,2021-01
Empresa 13307,202106,Não,Sim,2021-06
Empresa 1331,202101,Sim,Sim,2021-01
Empresa 13312,202012,Não,Não,2020-12
Empresa 13315,202209,Não,Sim,2022-09
Empresa 13316,202002,Sim,Sim,2020-02
Empresa 1332,202210,Sim,Sim,2022-10
Empresa 1333,202107,Sim,Sim,2021-07
Empresa 13339,202109,Sim,Sim,2021-09
Empresa 1334,202101,Sim,Sim,2021-01
Empresa 13341,202007,Sim,Sim,2020-07
Empresa 13347,202007,Não,Sim,2020-07
Empresa 13349,202204,Não,Sim,2022-04
Empresa 1335,202103,Sim,Sim,2021-03
Empresa 13350,202012,Não,Sim,2020-12
Empresa 13354,202006,Não,Sim,2020-06
Empresa 13356,202008,Não,Sim,2020-08
Empresa 13359,202007,Não,Sim,2020-07
Empresa 1336,202107,Sim,Sim,2021-07
Empresa 1337,202204,Sim,Sim,2022-04
Empresa 1338,202205,Sim,Sim,2022-05
Empresa 13387,202108,Não,Não,2021-08
Empresa 1339,202105,Não,Não,2021-05
Empresa 13395,201911,Sim,Sim,2019-11
Empresa 13398,202010,Sim,Sim,2020-10
Empresa 134,202106,Sim,Sim,2021-06
Empresa 1340,202110,Sim,Sim,2021-10
Empresa 13405,202012,Sim,Sim,2020-12
Empresa 13408,202308,Não,Não,2023-08
Empresa 1341,202210,Sim,Sim,2022-10
Empresa 13415,202007,Não,Sim,2020-07
Empresa 13416,202303,Não,Sim,2023-03
Empresa 13418,202006,Não,Sim,2020-06
Empresa 1342,202108,Sim,Sim,2021-08
Empresa 1343,202104,Sim,Sim,2021-04
Empresa 13432,202103,Não,Sim,2021-03
Empresa 13438,202110,Sim,Sim,2021-10
Empresa 1344,202107,Sim,Sim,2021-07
Empresa 13445,202304,Não,Sim,2023-04
Empresa 13449,202212,Não,Sim,2022-12
Empresa 1345,202112,Sim,Sim,2021-12
Empresa 13452,202308,Não,Sim,2023-08
Empresa 1346,202102,Sim,Sim,2021-02
Empresa 13464,202203,Não,Sim,2022-03
Empresa 13465,202012,Sim,Sim,2020-12
Empresa 13468,202205,Não,Não,2022-05
Empresa 1347,202103,Sim,Sim,2021-03
Empresa 13471,202002,Sim,Sim,2020-02
Empresa 13474,202305,Não,Sim,2023-05
Empresa 13476,202304,Não,Sim,2023-04
Empresa 13479,202306,Não,Não,2023-06
Empresa 1348,202210,Sim,Sim,2022-10
Empresa 13489,202207,Não,Sim,2022-07
Empresa 1349,202212,Sim,Sim,2022-12
Empresa 13493,202107,Não,Sim,2021-07
Empresa 13495,202209,Não,Sim,2022-09
Empresa 135,202111,Sim,Sim,2021-11
Empresa 1350,202106,Sim,Sim,2021-06
Empresa 13502,202112,Não,Sim,2021-12
Empresa 13505,202105,Sim,Sim,2021-05
Empresa 1351,202202,Não,Não,2022-02
Empresa 13510,202212,Não,Sim,2022-12
Empresa 13511,202007,Não,Sim,2020-07
Empresa 13514,202208,Não,Não,2022-08
Empresa 13515,201912,Não,Sim,2019-12
Empresa 13516,202012,Sim,Sim,2020-12
Empresa 1352,202104,Sim,Sim,2021-04
Empresa 13521,202302,Não,Sim,2023-02
Empresa 13522,202002,Sim,Sim,2020-02
Empresa 13528,202109,Sim,Sim,2021-09
Empresa 1353,202103,Sim,Sim,2021-03
Empresa 13533,202208,Não,Sim,2022-08
Empresa 13534,202112,Sim,Sim,2021-12
Empresa 1354,202012,Sim,Sim,2020-12
Empresa 13547,202307,Não,Não,2023-07
Empresa 1355,202308,Não,Não,2023-08
Empresa 1356,202111,Sim,Sim,2021-11
Empresa 13562,202205,Não,Não,2022-05
Empresa 13567,202107,Sim,Sim,2021-07
Empresa 1357,202107,Sim,Sim,2021-07
Empresa 13572,202211,Não,Sim,2022-11
Empresa 13573,202005,Sim,Sim,2020-05
Empresa 13579,202203,Não,Sim,2022-03
Empresa 1358,202206,Sim,Sim,2022-06
Empresa 1359,202103,Sim,Sim,2021-03
Empresa 13592,202308,Não,Sim,2023-08
Empresa 13595,202204,Não,Sim,2022-04
Empresa 136,202109,Sim,Sim,2021-09
Empresa 1360,202107,Sim,Sim,2021-07
Empresa 13603,202209,Sim,Sim,2022-09
Empresa 13604,202303,Não,Sim,2023-03
Empresa 13607,202305,Não,Sim,2023-05
Empresa 1361,202101,Sim,Sim,2021-01
Empresa 13615,202109,Sim,Sim,2021-09
Empresa 13619,202011,Sim,Sim,2020-11
Empresa 1362,202304,Sim,Sim,2023-04
Empresa 13620,202211,Não,Sim,2022-11
Empresa 13621,202107,Não,Sim,2021-07
Empresa 13628,202103,Sim,Sim,2021-03
Empresa 1363,202305,Sim,Sim,2023-05
Empresa 13638,202210,Não,Sim,2022-10
Empresa 1364,202012,Sim,Sim,2020-12
Empresa 13640,201909,Sim,Sim,2019-09
Empresa 13644,202110,Sim,Sim,2021-10
Empresa 1365,202304,Sim,Sim,2023-04
Empresa 13650,202006,Sim,Sim,2020-06
Empresa 13655,202109,Não,Sim,2021-09
Empresa 1366,202301,Sim,Sim,2023-01
Empresa 13663,202301,Não,Sim,2023-01
Empresa 1367,202101,Sim,Sim,2021-01
Empresa 13672,202103,Não,Sim,2021-03
Empresa 13675,202002,Não,Não,2020-02
Empresa 1368,202110,Sim,Sim,2021-10
Empresa 13682,202002,Sim,Sim,2020-02
Empresa 13685,202008,Não,Sim,2020-08
Empresa 13686,202008,Não,Sim,2020-08
Empresa 1369,202101,Sim,Sim,2021-01
Empresa 13692,202209,Sim,Sim,2022-09
Empresa 13696,202205,Não,Sim,2022-05
Empresa 137,202207,Sim,Sim,2022-07
Empresa 1370,202304,Sim,Sim,2023-04
Empresa 13700,202301,Não,Sim,2023-01
Empresa 1371,202206,Sim,Sim,2022-06
Empresa 1372,202306,Sim,Sim,2023-06
Empresa 13721,202103,Não,Não,2021-03
Empresa 13729,202102,Não,Sim,2021-02
Empresa 1373,202203,Sim,Sim,2022-03
Empresa 13736,202112,Não,Sim,2021-12
Empresa 1374,202106,Sim,Sim,2021-06
Empresa 1375,202306,Sim,Sim,2023-06
Empresa 13750,201912,Sim,Sim,2019-12
Empresa 13751,202110,Sim,Sim,2021-10
Empresa 13753,202012,Sim,Sim,2020-12
Empresa 13755,202009,Não,Sim,2020-09
Empresa 13759,202311,Não,Não,2023-11
Empresa 1376,202012,Sim,Sim,2020-12
Empresa 1377,202306,Sim,Sim,2023-06
Empresa 13771,202106,Sim,Sim,2021-06
Empresa 13774,202107,Não,Sim,2021-07
Empresa 1378,202305,Sim,Sim,2023-05
Empresa 13788,202109,Sim,Sim,2021-09
Empresa 1379,202304,Sim,Sim,2023-04
Empresa 13792,202204,Sim,Sim,2022-04
Empresa 138,202207,Sim,Sim,2022-07
Empresa 1380,202111,Sim,Sim,2021-11
Empresa 1381,202307,Sim,Sim,2023-07
Empresa 13817,202108,Sim,Sim,2021-08
Empresa 1382,202109,Sim,Sim,2021-09
Empresa 1383,202101,Sim,Sim,2021-01
Empresa 13832,202107,Não,Sim,2021-07
Empresa 13839,202101,Não,Sim,2021-01
Empresa 1384,202307,Sim,Sim,2023-07
Empresa 13840,202211,Não,Sim,2022-11
Empresa 1385,202108,Sim,Sim,2021-08
Empresa 13852,202005,Sim,Sim,2020-05
Empresa 1386,202307,Sim,Sim,2023-07
Empresa 13867,202204,Não,Não,2022-04
Empresa 1387,202101,Sim,Sim,2021-01
Empresa 13879,202307,Não,Sim,2023-07
Empresa 1388,202110,Sim,Sim,2021-10
Empresa 13885,202011,Não,Sim,2020-11
Empresa 1389,202103,Sim,Sim,2021-03
Empresa 13890,202106,Sim,Sim,2021-06
Empresa 13892,202011,Sim,Sim,2020-11
Empresa 139,202106,Sim,Sim,2021-06
Empresa 1390,202209,Sim,Sim,2022-09
Empresa 13902,202304,Não,Não,2023-04
Empresa 13907,202303,Não,Sim,2023-03
Empresa 1391,202308,Sim,Sim,2023-08
Empresa 1392,202309,Sim,Sim,2023-09
Empresa 13928,202012,Sim,Sim,2020-12
Empresa 1393,202101,Sim,Sim,2021-01
Empresa 13933,202008,Sim,Sim,2020-08
Empresa 13938,202103,Não,Sim,2021-03
Empresa 1394,202311,Não,Sim,2023-11
Empresa 13941,202307,Não,Sim,2023-07
Empresa 13942,201912,Sim,Sim,2019-12
Empresa 1395,202308,Sim,Sim,2023-08
Empresa 1396,202310,Sim,Sim,2023-10
Empresa 13961,202002,Sim,Sim,2020-02
Empresa 13967,202011,Sim,Sim,2020-11
Empresa 1397,202108,Não,Não,2021-08
Empresa 13978,202302,Não,Sim,2023-02
Empresa 1398,202101,Sim,Sim,2021-01
Empresa 13986,202202,Não,Não,2022-02
Empresa 13987,202012,Não,Sim,2020-12
Empresa 1399,202011,Sim,Sim,2020-11
Empresa 13995,202109,Não,Não,2021-09
Empresa 13997,202106,Não,Sim,2021-06
Empresa 13998,202111,Sim,Sim,2021-11
Empresa 13999,202301,Não,Sim,2023-01
Empresa 14,202208,Sim,Sim,2022-08
Empresa 140,202106,Sim,Sim,2021-06
Empresa 1400,202012,Sim,Sim,2020-12
Empresa 14000,202101,Sim,Sim,2021-01
Empresa 14005,202007,Não,Sim,2020-07
Empresa 14006,202203,Sim,Sim,2022-03
Empresa 1401,202010,Sim,Sim,2020-10
Empresa 14014,202212,Não,Sim,2022-12
Empresa 14016,202208,Não,Sim,2022-08
Empresa 1402,202010,Sim,Sim,2020-10
Empresa 14022,202101,Não,Sim,2021-01
Empresa 1403,202011,Sim,Sim,2020-11
Empresa 1404,202011,Sim,Sim,2020-11
Empresa 14046,202110,Não,Sim,2021-10
Empresa 14049,202305,Não,Não,2023-05
Empresa 1405,202011,Sim,Sim,2020-11
Empresa 14054,202202,Sim,Sim,2022-02
Empresa 14057,201911,Sim,Sim,2019-11
Empresa 1406,202011,Sim,Sim,2020-11
Empresa 14069,202212,Não,Sim,2022-12
Empresa 1407,202011,Sim,Sim,2020-11
Empresa 14078,202206,Sim,Sim,2022-06
Empresa 1408,202011,Sim,Sim,2020-11
Empresa 14081,202012,Não,Sim,2020-12
Empresa 14085,202007,Não,Sim,2020-07
Empresa 1409,202011,Sim,Sim,2020-11
Empresa 14090,202007,Não,Sim,2020-07
Empresa 14093,202008,Sim,Sim,2020-08
Empresa 14094,202309,Não,Sim,2023-09
Empresa 14098,202112,Sim,Sim,2021-12
Empresa 141,202106,Sim,Sim,2021-06
Empresa 1410,202101,Sim,Sim,2021-01
Empresa 14104,202007,Não,Sim,2020-07
Empresa 1411,202010,Sim,Sim,2020-10
Empresa 1412,202102,Sim,Sim,2021-02
Empresa 14121,202212,Sim,Sim,2022-12
Empresa 1413,202011,Sim,Sim,2020-11
Empresa 14132,202303,Não,Sim,2023-03
Empresa 1414,202104,Sim,Sim,2021-04
Empresa 14142,202101,Sim,Sim,2021-01
Empresa 14145,202304,Não,Sim,2023-04
Empresa 14148,202210,Não,Não,2022-10
Empresa 1415,202106,Sim,Sim,2021-06
Empresa 14151,202209,Sim,Sim,2022-09
Empresa 1416,202010,Sim,Sim,2020-10
Empresa 14161,202203,Sim,Sim,2022-03
Empresa 14169,202012,Não,Sim,2020-12
Empresa 1417,202102,Sim,Sim,2021-02
Empresa 14170,202007,Não,Sim,2020-07
Empresa 1418,202112,Sim,Sim,2021-12
Empresa 14189,202210,Não,Sim,2022-10
Empresa 1419,202010,Sim,Sim,2020-10
Empresa 14198,202110,Sim,Sim,2021-10
Empresa 142,202106,Sim,Sim,2021-06
Empresa 1420,202010,Sim,Sim,2020-10
Empresa 14203,202308,Não,Sim,2023-08
Empresa 14207,202105,Não,Sim,2021-05
Empresa 14209,202006,Não,Sim,2020-06
Empresa 1421,202011,Sim,Sim,2020-11
Empresa 14210,202102,Não,Sim,2021-02
Empresa 1422,202102,Sim,Sim,2021-02
Empresa 14223,202006,Sim,Sim,2020-06
Empresa 14225,202102,Não,Sim,2021-02
Empresa 1423,202010,Sim,Sim,2020-10
Empresa 1424,202103,Sim,Sim,2021-03
Empresa 14242,202204,Sim,Sim,2022-04
Empresa 1425,202107,Sim,Sim,2021-07
Empresa 14250,202310,Não,Não,2023-10
Empresa 14255,202112,Não,Sim,2021-12
Empresa 1426,202106,Sim,Sim,2021-06
Empresa 14267,202204,Sim,Sim,2022-04
Empresa 1427,202108,Sim,Sim,2021-08
Empresa 14274,202212,Não,Sim,2022-12
Empresa 14275,202302,Não,Sim,2023-02
Empresa 14276,202108,Não,Sim,2021-08
Empresa 14279,202010,Sim,Sim,2020-10
Empresa 1428,202010,Sim,Sim,2020-10
Empresa 14281,202011,Não,Sim,2020-11
Empresa 14286,202003,Sim,Sim,2020-03
Empresa 14288,202101,Não,Sim,2021-01
Empresa 1429,202106,Sim,Sim,2021-06
Empresa 14297,202012,Não,Sim,2020-12
Empresa 143,202106,Sim,Sim,2021-06
Empresa 1430,202011,Sim,Sim,2020-11
Empresa 14301,202005,Sim,Sim,2020-05
Empresa 1431,202102,Sim,Sim,2021-02
Empresa 14311,201905,Sim,Sim,2019-05
Empresa 14315,202205,Sim,Sim,2022-05
Empresa 14316,202212,Não,Sim,2022-12
Empresa 1432,202102,Sim,Sim,2021-02
Empresa 14322,202103,Sim,Sim,2021-03
Empresa 1433,202102,Sim,Sim,2021-02
Empresa 14332,202007,Não,Sim,2020-07
Empresa 1434,202102,Sim,Sim,2021-02
Empresa 14341,202207,Não,Sim,2022-07
Empresa 14344,202009,Não,Sim,2020-09
Empresa 1435,202101,Sim,Sim,2021-01
Empresa 14353,202205,Não,Sim,2022-05
Empresa 1436,202101,Sim,Sim,2021-01
Empresa 1437,202102,Sim,Sim,2021-02
Empresa 14375,202012,Sim,Sim,2020-12
Empresa 14379,202111,Sim,Sim,2021-11
Empresa 1438,202010,Sim,Sim,2020-10
Empresa 14380,201911,Sim,Sim,2019-11
Empresa 14385,202108,Não,Sim,2021-08
Empresa 1439,202012,Sim,Sim,2020-12
Empresa 14391,202301,Não,Sim,2023-01
Empresa 14393,202107,Não,Sim,2021-07
Empresa 14396,202112,Não,Sim,2021-12
Empresa 144,202104,Sim,Sim,2021-04
Empresa 1440,202110,Sim,Sim,2021-10
Empresa 1441,202111,Sim,Sim,2021-11
Empresa 1442,202011,Sim,Sim,2020-11
Empresa 14421,202302,Não,Sim,2023-02
Empresa 1443,202301,Sim,Sim,2023-01
Empresa 14434,202104,Não,Sim,2021-04
Empresa 1444,202012,Sim,Sim,2020-12
Empresa 14440,202001,Não,Sim,2020-01
Empresa 14442,202305,Não,Não,2023-05
Empresa 14444,202011,Não,Não,2020-11
Empresa 14448,202205,Não,Sim,2022-05
Empresa 1445,202304,Não,Não,2023-04
Empresa 14457,202111,Não,Sim,2021-11
Empresa 1446,202110,Sim,Sim,2021-10
Empresa 1447,202011,Sim,Sim,2020-11
Empresa 1448,202101,Sim,Sim,2021-01
Empresa 14485,202305,Não,Sim,2023-05
Empresa 1449,202106,Sim,Sim,2021-06
Empresa 14490,202001,Sim,Sim,2020-01
Empresa 14491,202111,Sim,Sim,2021-11
Empresa 14492,202012,Não,Sim,2020-12
Empresa 145,202111,Sim,Sim,2021-11
Empresa 1450,202010,Sim,Sim,2020-10
Empresa 14502,202304,Não,Não,2023-04
Empresa 1451,202205,Sim,Sim,2022-05
Empresa 14515,202012,Não,Não,2020-12
Empresa 14516,202007,Não,Sim,2020-07
Empresa 14517,202004,Não,Sim,2020-04
Empresa 14518,202205,Não,Não,2022-05
Empresa 1452,202105,Sim,Sim,2021-05
Empresa 1453,202012,Sim,Sim,2020-12
Empresa 1454,202303,Sim,Sim,2023-03
Empresa 14540,202207,Sim,Sim,2022-07
Empresa 14541,202006,Não,Não,2020-06
Empresa 14543,202202,Sim,Sim,2022-02
Empresa 14547,202109,Sim,Sim,2021-09
Empresa 14549,202301,Não,Sim,2023-01
Empresa 1455,202110,Sim,Sim,2021-10
Empresa 14550,202001,Sim,Sim,2020-01
Empresa 14551,202303,Não,Sim,2023-03
Empresa 1456,202211,Sim,Sim,2022-11
Empresa 14567,202105,Sim,Sim,2021-05
Empresa 1457,202307,Sim,Sim,2023-07
