bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-09,Empresa 26608,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12593,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26609,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10382,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15685,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22794,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15335,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14031,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14447,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18013,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16196,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9517,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9117,0.0,202007,2023-09,2020-07,já cadastrado,True,False
2023-09,Empresa 22195,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17310,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2568,100.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 1259,100.0,202302,2023-09,2023-02,já cadastrado,True,False
2023-09,Empresa 4827,100.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 4795,100.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 5012,100.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 18277,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14951,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 152,100.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 23923,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26610,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6488,100.0,202302,2023-09,2023-02,já cadastrado,True,False
2023-09,Empresa 4302,100.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 1243,100.0,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 18778,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16964,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24956,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12503,0.0,202008,2023-09,2020-08,já cadastrado,True,False
2023-09,Empresa 10701,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3569,92.17,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 25963,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3232,0.0,202001,2023-09,2020-01,já cadastrado,True,False
2023-09,Empresa 2192,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 26611,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20787,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18417,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3144,100.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 3748,76.48,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 6348,0.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 11351,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5588,99.2,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 719,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 2008,0.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 14205,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8299,0.0,202209,2023-09,2022-09,já cadastrado,True,False
2023-09,Empresa 26612,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1030,0.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 14208,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11719,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17032,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11549,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2039,100.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 16932,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15787,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20141,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3727,100.0,202105,2023-09,2021-05,já cadastrado,True,False
2023-09,Empresa 8783,0.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 16531,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25898,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13256,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6536,100.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 1064,100.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 13738,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15226,0.0,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 10435,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8076,0.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 1948,57.28,202101,2023-09,2021-01,já cadastrado,True,False
2023-09,Empresa 6381,0.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 15207,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16187,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12473,0.0,202104,2023-09,2021-04,já cadastrado,True,False
2023-09,Empresa 14392,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 23850,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14821,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 6069,34.8,202306,2023-09,2023-06,já cadastrado,True,False
2023-09,Empresa 19721,0.0,202105,2023-09,2021-05,já cadastrado,True,False
2023-09,Empresa 16885,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21776,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14159,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8659,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10380,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22037,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16281,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20753,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13020,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4550,100.0,202201,2023-09,2022-01,já cadastrado,True,False
2023-09,Empresa 22859,0.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 18632,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8493,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14185,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15337,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26613,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18638,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18985,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9362,0.0,202101,2023-09,2021-01,já cadastrado,True,False
2023-09,Empresa 8727,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5146,100.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 14623,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9913,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9812,0.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 17432,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 346,41.36,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 12328,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25286,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 4749,0.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 21165,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26614,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11082,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26158,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1767,0.0,202112,2023-09,2021-12,já cadastrado,True,False
2023-09,Empresa 3034,100.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 14054,0.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 26615,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9272,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8887,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7216,94.37,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 15004,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9848,0.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 3110,100.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 3281,65.61,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 9836,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6263,74.11,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 5554,100.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 5614,100.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 6278,100.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 6715,100.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 559,100.0,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 16406,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10862,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2491,90.76,202201,2023-09,2022-01,já cadastrado,True,False
2023-09,Empresa 991,100.0,202205,2023-09,2022-05,já cadastrado,True,False
2023-09,Empresa 14385,0.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 9882,0.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 4484,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 15959,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20747,0.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 6247,14.222,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 12939,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 709,100.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 1891,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 2454,100.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 4078,79.47,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 2065,100.0,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 13348,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6253,0.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 4384,100.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 6549,100.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 11494,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2926,0.0,202209,2023-09,2022-09,já cadastrado,True,False
2023-09,Empresa 3324,0.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 8194,0.0,202008,2023-09,2020-08,já cadastrado,True,False
2023-09,Empresa 22714,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2435,100.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 10980,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15674,0.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 15322,0.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 14492,0.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 13414,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2828,0.0,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 11380,0.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 14760,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 659,100.0,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 7345,67.91,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 17247,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13680,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17354,0.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 15328,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26616,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8725,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19234,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14235,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25840,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6808,100.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 20485,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18684,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22402,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19152,0.0,202112,2023-09,2021-12,já cadastrado,True,False
2023-09,Empresa 26018,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11922,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13211,0.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 10552,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6530,100.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 16194,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13207,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14502,0.0,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 8280,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3652,100.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 5050,100.0,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 10207,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19219,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 241,0.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 26617,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4803,95.65,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 11871,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14845,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16247,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6920,0.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 15823,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4869,100.0,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 13038,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14046,0.0,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 404,100.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 2333,100.0,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 15057,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2616,0.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 26618,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7226,100.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 6251,46.81,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 3298,29.97,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 2064,0.0,202005,2023-09,2020-05,já cadastrado,True,False
2023-09,Empresa 21187,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6643,100.0,201910,2023-09,2019-10,já cadastrado,True,False
2023-09,Empresa 22389,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4044,100.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 1363,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 25038,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14692,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13996,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14317,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 970,29.39,202205,2023-09,2022-05,já cadastrado,True,False
2023-09,Empresa 26619,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 7533,81.08,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 24614,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25513,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6540,100.0,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 7788,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16232,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15968,0.0,202101,2023-09,2021-01,já cadastrado,True,False
2023-09,Empresa 22804,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7720,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13893,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1134,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 26620,0.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 9188,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2180,100.0,202008,2023-09,2020-08,já cadastrado,True,False
2023-09,Empresa 26621,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 1445,65.63,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 12130,0.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 13015,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24313,0.0,202001,2023-09,2020-01,já cadastrado,True,False
2023-09,Empresa 2214,0.0,202207,2023-09,2022-07,já cadastrado,True,False
2023-09,Empresa 5285,0.0,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 20698,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21983,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26622,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6910,100.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 13794,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1582,100.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 5465,52.32,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 8989,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16996,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10844,0.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 6630,100.0,201907,2023-09,2019-07,já cadastrado,True,False
2023-09,Empresa 16134,0.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 21659,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2857,96.25,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 10685,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14548,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13125,0.0,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 5075,100.0,202306,2023-09,2023-06,já cadastrado,True,False
2023-09,Empresa 14037,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5975,100.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 10703,0.0,202109,2023-09,2021-09,já cadastrado,True,False
2023-09,Empresa 24599,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 380,0.0,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 2627,0.0,202109,2023-09,2021-09,já cadastrado,True,False
2023-09,Empresa 23236,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12357,0.0,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 6466,100.0,202105,2023-09,2021-05,já cadastrado,True,False
2023-09,Empresa 8163,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11881,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8796,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 526,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 16917,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21555,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22845,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24858,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16255,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25969,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1908,64.61,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 25805,0.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 26623,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9067,0.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 3194,100.0,202105,2023-09,2021-05,já cadastrado,True,False
2023-09,Empresa 6036,89.64,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 11595,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1000,85.5,202106,2023-09,2021-06,já cadastrado,True,False
2023-09,Empresa 1999,99.68,202001,2023-09,2020-01,já cadastrado,True,False
2023-09,Empresa 12221,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20861,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8409,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2698,15.600000000000001,202306,2023-09,2023-06,já cadastrado,True,False
2023-09,Empresa 15558,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26624,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5279,0.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 806,99.78,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 13244,0.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 5380,0.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 5635,0.0,202206,2023-09,2022-06,já cadastrado,True,False
2023-09,Empresa 5918,83.92,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 16685,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25277,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12228,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 336,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 1383,0.0,202101,2023-09,2021-01,já cadastrado,True,False
2023-09,Empresa 26625,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21533,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7368,100.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 8595,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4341,92.45,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 7797,0.0,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 682,100.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 16085,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5728,100.0,202201,2023-09,2022-01,já cadastrado,True,False
2023-09,Empresa 12877,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19115,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1366,62.45,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 25154,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8987,0.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 11861,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21872,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26626,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16040,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4027,50.88,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 24586,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21377,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 23205,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6172,74.49,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 8830,0.0,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 11742,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17210,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7743,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 642,100.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 17219,0.0,202209,2023-09,2022-09,já cadastrado,True,False
2023-09,Empresa 12042,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11626,0.0,201905,2023-09,2019-05,já cadastrado,True,False
2023-09,Empresa 235,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 3570,100.0,201908,2023-09,2019-08,já cadastrado,True,False
2023-09,Empresa 347,13.600000000000001,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 5023,100.0,202207,2023-09,2022-07,já cadastrado,True,False
2023-09,Empresa 180,100.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 6497,100.0,202001,2023-09,2020-01,já cadastrado,True,False
2023-09,Empresa 1465,100.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 12200,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9819,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16446,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4448,97.21,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 4732,40.74,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 6919,100.0,202005,2023-09,2020-05,já cadastrado,True,False
2023-09,Empresa 26627,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1244,88.53,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 2516,46.08,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 542,0.0,202308,2023-09,2023-08,já cadastrado,True,False
